∆⁄ ˝,∫Ï«Ú_1,∫Ï«Ú_2,∫Ï«Ú_3,∫Ï«Ú_4,∫Ï«Ú_5,∫Ï«Ú_6,¿∂«Ú
14130,1,2,10,24,30,33,10
14129,5,8,9,20,28,32,2
14128,5,7,8,17,18,24,14
14127,2,10,12,21,23,27,12
14126,6,11,16,17,22,27,1
14125,10,11,15,26,31,32,6
14124,2,17,20,24,31,33,4
14123,1,6,11,17,28,33,5
14122,6,9,11,16,20,29,11
14121,1,2,13,22,28,30,9
14120,1,7,12,16,23,28,4
14119,6,13,17,20,26,29,9
14118,5,7,15,18,26,30,3
14117,5,10,17,25,28,29,4
14116,9,10,14,15,19,29,16
14115,1,9,10,11,13,32,3
14114,2,7,23,30,32,33,10
14113,12,14,28,31,32,33,7
14112,1,15,16,21,24,30,3
14111,2,8,17,20,22,28,2
14110,1,8,11,13,19,30,6
14109,2,5,11,15,19,28,2
14108,3,8,9,20,23,28,2
14107,11,14,17,22,25,27,16
14106,9,14,17,18,21,25,15
14105,14,16,17,19,27,32,4
14104,2,6,12,19,27,28,13
14103,3,8,9,10,18,33,4
14102,14,16,21,24,28,31,13
14101,16,18,20,23,24,32,7
14100,1,6,9,10,14,16,11
14099,1,5,10,11,13,32,14
14098,2,13,17,20,29,31,7
14097,7,13,24,25,27,32,15
14096,12,14,17,19,22,24,8
14095,5,6,8,14,22,31,8
14094,1,10,18,20,23,29,1
14093,2,8,9,10,20,29,5
14092,3,13,18,19,22,26,7
14091,1,5,12,19,27,29,14
14090,5,9,11,19,24,32,13
14089,4,6,14,17,27,30,9
14088,3,6,11,14,16,29,15
14087,6,18,22,23,32,33,6
14086,2,4,10,12,14,30,8
14085,1,2,11,19,23,29,8
14084,1,6,9,10,13,25,8
14083,5,6,19,21,23,33,12
14082,2,4,20,25,26,29,11
14081,8,14,22,24,27,29,10
14080,5,14,16,17,25,30,7
14079,2,7,16,22,27,28,2
14078,2,3,5,6,9,17,7
14077,8,9,12,15,19,22,10
14076,6,10,12,17,18,33,11
14075,3,9,11,22,27,29,6
14074,1,3,6,13,30,31,12
14073,1,12,16,20,30,33,2
14072,1,3,7,13,19,32,16
14071,2,4,12,17,22,25,14
14070,1,7,9,19,28,29,7
14069,5,12,17,19,25,30,11
14068,4,12,13,22,27,29,16
14067,1,6,7,17,18,23,6
14066,2,5,15,17,18,21,16
14065,3,4,5,8,10,22,6
14064,2,9,15,16,29,32,14
14063,3,8,17,21,22,31,16
14062,6,9,15,24,25,26,9
14061,2,14,17,27,28,31,8
14060,3,5,14,18,25,33,6
14059,5,8,12,13,23,25,13
14058,2,3,12,13,14,25,11
14057,2,4,12,18,23,31,8
14056,1,11,18,20,28,29,1
14055,2,9,14,19,21,30,4
14054,1,4,5,11,29,30,14
14053,14,17,19,22,26,31,2
14052,9,13,15,28,30,33,8
14051,10,16,19,21,23,24,13
14050,3,17,23,25,26,32,13
14049,6,7,16,17,23,32,6
14048,6,9,16,17,24,25,16
14047,8,10,11,12,19,29,15
14046,2,10,11,17,18,22,10
14045,2,4,9,11,19,22,15
14044,4,9,21,27,28,33,12
14043,2,5,9,14,24,33,9
14042,12,15,20,25,28,33,14
14041,7,11,16,18,21,22,2
14040,3,4,6,11,12,15,8
14039,3,11,15,19,20,31,7
14038,4,7,22,23,24,33,16
14037,6,13,14,24,25,30,7
14036,1,7,8,9,11,22,3
14035,7,8,9,17,32,33,6
14034,1,3,4,8,25,31,6
14033,5,13,23,28,32,33,12
14032,1,2,14,22,29,33,7
14031,4,10,16,17,21,27,14
14030,12,18,19,23,24,30,10
14029,2,7,14,16,21,29,14
14028,6,16,21,27,30,32,5
14027,8,10,14,16,30,31,1
14026,1,2,5,6,11,23,14
14025,1,5,10,14,16,30,16
14024,8,10,16,20,23,30,9
14023,7,9,13,17,21,22,10
14022,4,6,7,10,21,26,16
14021,8,10,15,17,22,29,12
14020,9,14,17,23,24,25,15
14019,2,10,15,19,20,21,7
14018,13,17,18,21,30,33,15
14017,4,6,7,14,25,26,10
14016,2,3,7,13,21,24,8
14015,2,11,19,30,32,33,9
14014,4,9,19,22,25,29,15
14013,5,9,13,15,17,21,13
14012,1,8,11,19,21,24,8
14011,9,10,13,14,21,32,2
14010,5,7,8,20,31,33,11
14009,8,9,19,20,25,32,16
14008,5,14,16,21,29,30,12
14007,8,10,12,14,18,28,14
14006,3,4,7,17,21,27,14
14005,15,18,23,27,32,33,4
14004,1,4,19,22,24,25,15
14003,6,10,11,28,30,33,12
14002,4,21,23,31,32,33,4
14001,3,9,15,20,27,29,1
13154,7,11,14,19,24,29,5
13153,8,11,13,18,28,33,10
13152,4,6,14,16,18,29,5
13151,3,9,10,19,28,33,9
13150,1,15,16,25,26,29,10
13149,9,18,25,26,30,32,11
13148,6,11,12,14,17,22,1
13147,2,15,16,17,19,30,8
13146,8,20,25,30,32,33,1
13145,6,10,13,16,23,24,15
13144,5,7,12,19,27,31,2
13143,12,18,21,22,27,32,11
13142,11,12,14,20,22,29,14
13141,3,4,5,25,30,31,4
13140,1,5,12,13,21,22,10
13139,7,8,11,13,21,27,8
13138,4,15,16,24,27,28,3
13137,4,17,19,23,24,27,10
13136,4,6,14,16,18,26,6
13135,9,23,24,25,29,31,12
13134,1,17,18,19,25,29,10
13133,4,7,12,19,22,25,1
13132,20,21,22,23,25,27,12
13131,4,6,12,17,19,26,9
13130,1,3,15,16,31,33,8
13129,5,6,10,14,27,31,14
13128,7,13,17,19,25,31,8
13127,2,3,13,20,22,33,14
13126,4,10,19,27,31,33,16
13125,4,6,8,18,25,28,16
13124,3,9,15,23,25,30,7
13123,1,2,6,11,17,25,2
13122,7,10,13,15,26,27,11
13121,4,5,6,7,25,27,7
13120,5,6,13,18,23,31,11
13119,5,15,20,22,26,32,9
13118,2,3,17,22,32,33,16
13117,9,12,13,24,27,33,16
13116,12,15,21,26,32,33,7
13115,3,12,16,17,18,27,8
13114,4,6,17,21,23,33,7
13113,4,7,11,17,24,33,9
13112,1,6,12,13,22,31,7
13111,1,2,3,6,8,33,13
13110,15,17,18,21,29,32,13
13109,9,23,24,27,29,32,8
13108,16,21,22,28,31,32,5
13107,7,9,11,17,28,31,11
13106,9,11,23,30,31,32,6
13105,1,11,23,27,31,32,9
13104,1,2,4,15,17,28,11
13103,2,4,9,13,18,20,7
13102,2,4,5,6,8,16,3
13101,5,7,9,23,27,32,1
13100,4,8,11,14,16,20,11
13099,5,11,20,21,26,31,3
13098,7,15,18,19,20,26,14
13097,5,14,17,22,23,25,7
13096,1,2,22,28,29,30,15
13095,1,6,15,19,28,29,10
13094,2,4,14,18,20,22,7
13093,1,2,8,26,29,31,14
13092,7,11,15,21,26,31,6
13091,4,14,24,25,28,31,10
13090,2,5,11,23,24,29,8
13089,4,8,12,19,21,25,13
13088,9,15,20,21,22,24,14
13087,2,13,19,23,24,28,5
13086,2,4,11,13,16,26,11
13085,2,8,12,14,16,32,16
13084,5,7,9,11,20,21,3
13083,5,6,12,14,19,23,9
13082,4,13,14,20,22,30,6
13081,1,4,10,13,21,31,13
13080,10,11,12,23,28,32,16
13079,7,13,17,19,22,26,13
13078,3,5,17,18,26,27,15
13077,9,14,23,24,26,29,3
13076,14,23,24,26,29,30,3
13075,4,6,9,25,30,33,14
13074,3,6,8,14,19,32,3
13073,2,9,13,17,20,28,11
13072,2,8,11,14,19,33,9
13071,5,12,21,23,26,28,9
13070,2,3,9,10,28,30,6
13069,7,16,17,18,30,33,6
13068,2,7,13,20,25,27,6
13067,1,4,9,15,22,30,6
13066,1,3,16,17,20,32,7
13065,7,18,19,23,29,30,2
13064,1,9,13,22,25,32,12
13063,10,15,18,20,23,31,12
13062,1,6,7,19,22,27,2
13061,5,6,7,12,13,18,12
13060,5,7,10,13,19,20,15
13059,3,10,18,24,27,29,9
13058,8,11,17,21,23,24,5
13057,13,16,19,23,26,28,5
13056,3,12,25,26,28,29,16
13055,8,18,19,22,27,32,6
13054,3,4,8,14,21,28,14
13053,3,12,13,22,30,33,14
13052,6,7,14,21,22,24,13
13051,8,12,15,19,28,29,2
13050,3,7,13,18,22,25,3
13049,10,13,14,16,21,32,14
13048,10,13,17,28,30,32,4
13047,1,8,11,17,27,30,12
13046,3,16,19,20,24,26,6
13045,6,7,8,14,23,31,12
13044,3,5,11,18,26,28,6
13043,3,6,14,15,17,25,16
13042,1,8,12,13,15,33,3
13041,2,10,12,17,23,24,5
13040,2,4,10,12,17,30,10
13039,1,2,14,15,24,29,6
13038,9,10,12,14,15,19,11
13037,2,15,18,27,28,32,14
13036,4,5,9,27,29,31,13
13035,1,14,15,17,26,30,2
13034,6,15,20,22,26,33,9
13033,5,6,13,17,19,28,1
13032,4,21,25,29,30,33,3
13031,3,13,14,15,21,33,3
13030,7,14,18,25,26,29,6
13029,6,7,10,19,23,29,12
13028,7,8,14,25,26,28,13
13027,1,2,4,12,21,24,12
13026,4,11,14,15,22,31,11
13025,16,17,18,24,25,30,8
13024,4,5,13,23,27,30,9
13023,3,6,15,18,30,32,5
13022,2,4,7,9,15,20,7
13021,1,6,17,19,26,31,11
13020,1,7,8,12,16,21,1
13019,1,2,5,16,20,26,6
13018,2,8,13,28,29,30,5
13017,4,6,12,30,31,32,9
13016,2,5,6,12,14,28,5
13015,5,6,7,11,13,18,15
13014,2,4,5,17,19,20,8
13013,5,6,13,19,22,28,9
13012,6,14,17,22,28,29,2
13011,3,12,17,24,27,29,9
13010,1,9,11,17,32,33,12
13009,1,4,9,13,16,23,2
13008,3,8,17,21,25,32,15
13007,2,9,15,22,26,32,1
13006,9,10,13,17,22,30,13
13005,1,13,14,25,31,32,12
13004,6,10,16,20,27,32,8
13003,22,23,26,27,28,33,9
13002,1,16,18,22,28,30,12
13001,6,8,14,15,24,25,6
12154,5,7,12,16,28,32,4
12153,4,5,11,21,27,28,10
12152,10,12,18,22,28,29,7
12151,5,14,24,25,26,32,1
12150,9,11,17,23,24,26,7
12149,1,5,13,25,26,32,13
12148,3,6,11,17,21,31,7
12147,2,12,15,23,24,32,9
12146,1,5,7,13,29,32,13
12145,5,20,26,27,28,33,3
12144,3,10,12,13,27,30,4
12143,7,8,18,25,30,32,6
12142,5,18,22,28,29,31,6
12141,3,5,8,19,20,27,9
12140,14,18,27,30,31,33,15
12139,8,19,21,24,28,31,15
12138,1,7,16,17,19,21,14
12137,1,2,4,6,13,17,7
12136,2,7,8,17,21,28,11
12135,2,5,7,8,11,17,16
12134,2,5,6,7,13,23,15
12133,1,8,11,20,21,29,2
12132,7,12,16,17,21,25,10
12131,6,18,19,26,28,32,12
12130,1,3,15,20,22,31,3
12129,1,7,9,17,21,29,1
12128,5,9,12,29,30,31,5
12127,1,9,11,21,26,32,8
12126,3,5,12,15,23,24,7
12125,8,12,13,26,29,33,1
12124,6,7,21,25,27,33,11
12123,8,10,16,25,28,33,9
12122,12,13,19,22,28,29,11
12121,1,7,8,20,23,24,11
12120,1,4,20,24,28,29,16
12119,12,20,25,26,27,28,13
12118,5,6,7,12,15,28,11
12117,13,15,18,20,24,28,9
12116,3,21,26,29,31,32,3
12115,3,8,20,24,26,32,14
12114,1,6,11,26,27,29,15
12113,3,6,9,13,18,32,6
12112,8,15,20,21,27,31,6
12111,2,9,10,20,22,31,13
12110,3,7,10,13,22,32,9
12109,2,12,24,26,29,31,3
12108,1,9,12,13,19,28,13
12107,11,12,15,24,25,31,9
12106,13,14,20,22,23,32,16
12105,6,13,14,15,17,30,4
12104,4,5,9,10,19,28,3
12103,4,9,11,14,32,33,2
12102,13,25,27,28,29,30,15
12101,9,12,17,18,20,33,2
12100,5,7,15,18,25,33,10
12099,8,12,15,16,21,27,16
12098,2,12,19,26,29,31,9
12097,5,8,13,14,19,22,6
12096,4,7,11,16,29,33,7
12095,17,24,27,28,29,30,2
12094,6,9,14,16,23,33,15
12093,3,5,19,21,24,33,13
12092,6,13,17,18,28,32,3
12091,1,5,7,8,19,21,16
12090,2,13,20,25,29,30,11
12089,3,7,10,13,14,25,11
12088,3,5,23,24,27,31,15
12087,3,10,11,13,14,22,9
12086,8,9,13,15,22,23,8
12085,5,17,24,30,31,33,5
12084,2,10,20,26,28,29,14
12083,4,9,14,15,26,33,4
12082,2,4,11,18,22,29,6
12081,2,5,10,24,25,29,6
12080,4,9,14,15,16,27,3
12079,6,7,12,24,30,33,12
12078,8,15,22,24,28,33,12
12077,2,4,13,18,26,28,12
12076,11,18,22,27,29,30,15
12075,4,6,22,23,29,32,11
12074,15,16,18,19,28,32,8
12073,4,7,9,10,17,27,5
12072,2,3,7,9,13,30,6
12071,3,4,19,21,22,23,8
12070,2,3,4,24,31,32,11
12069,8,10,11,18,20,29,6
12068,5,17,22,26,32,33,10
12067,4,5,10,21,26,30,16
12066,1,2,9,26,29,33,12
12065,8,10,18,19,27,31,14
12064,5,10,11,16,23,24,11
12063,2,10,17,19,24,27,12
12062,2,13,16,17,20,31,7
12061,3,8,11,12,14,18,14
12060,7,10,13,16,17,29,1
12059,4,13,21,22,26,31,1
12058,3,6,15,20,25,26,4
12057,3,5,19,21,27,31,4
12056,4,7,14,17,26,31,10
12055,4,6,13,20,24,28,1
12054,6,14,18,20,30,33,14
12053,4,15,22,25,27,33,4
12052,2,3,5,6,20,24,4
12051,2,12,14,17,30,31,9
12050,7,13,15,17,19,24,11
12049,4,12,13,19,20,32,2
12048,1,5,14,22,24,30,10
12047,6,7,11,16,32,33,11
12046,4,12,19,20,23,33,6
12045,8,11,20,21,27,30,9
12044,6,9,10,14,22,25,3
12043,2,9,11,21,26,33,3
12042,5,6,11,19,24,28,16
12041,8,11,15,20,24,32,2
12040,3,8,9,22,25,31,10
12039,1,2,5,13,22,29,8
12038,9,10,11,15,19,33,16
12037,5,14,19,24,28,33,9
12036,2,11,13,18,19,26,9
12035,9,11,12,21,24,26,5
12034,2,3,8,23,32,33,16
12033,2,3,15,16,17,27,4
12032,1,2,10,17,22,24,4
12031,4,16,22,24,27,31,3
12030,9,10,17,18,21,31,8
12029,4,7,15,25,26,28,3
12028,10,15,20,21,28,30,11
12027,4,16,22,25,30,31,12
12026,3,7,9,15,24,25,16
12025,3,8,9,17,25,27,6
12024,4,12,19,21,25,28,13
12023,5,9,15,23,24,33,2
12022,4,8,12,24,26,27,4
12021,1,15,16,18,22,30,3
12020,3,8,12,18,23,29,11
12019,7,14,18,20,22,30,16
12018,3,5,6,22,26,32,15
12017,6,9,14,19,25,28,10
12016,2,5,12,17,22,25,8
12015,1,3,6,10,21,23,15
12014,1,2,5,16,28,30,12
12013,6,8,24,29,30,32,13
12012,15,17,18,20,23,27,1
12011,4,14,15,16,20,26,5
12010,1,3,13,19,25,26,10
12009,4,16,24,26,27,33,11
12008,1,12,20,23,24,29,8
12007,10,17,19,27,28,32,4
12006,2,22,25,29,32,33,8
12005,7,9,18,27,31,33,6
12004,1,5,10,11,21,23,16
12003,3,6,8,24,29,31,9
12002,2,3,7,9,10,32,13
12001,1,4,5,9,15,17,6
11153,5,8,9,10,20,25,13
11152,4,10,11,12,21,26,13
11151,7,11,16,19,31,33,10
11150,8,10,12,15,22,27,13
11149,4,5,6,7,23,31,16
11148,5,14,22,23,25,26,14
11147,4,8,12,17,18,30,10
11146,11,23,26,28,32,33,10
11145,2,4,14,15,26,30,4
11144,1,2,9,10,16,24,3
11143,7,8,12,14,15,30,16
11142,12,15,16,26,29,31,2
11141,2,4,6,19,24,29,11
11140,4,18,20,22,27,29,6
11139,8,20,24,27,30,31,3
11138,1,5,15,24,28,32,7
11137,2,11,18,23,30,33,13
11136,2,4,6,20,22,31,7
11135,12,13,17,20,25,26,12
11134,1,2,6,7,30,31,10
11133,12,14,20,21,25,31,16
11132,2,5,12,13,25,33,7
11131,2,7,9,17,21,25,1
11130,7,14,18,23,25,32,15
11129,7,10,11,21,23,26,6
11128,9,11,14,17,19,23,12
11127,16,19,22,23,27,29,11
11126,3,7,13,18,23,26,16
11125,3,10,15,24,27,32,8
11124,9,18,19,26,31,32,16
11123,1,4,5,14,19,28,16
11122,10,12,18,26,27,31,3
11121,4,14,22,25,32,33,2
11120,4,14,17,28,30,33,7
11119,9,12,14,19,28,32,1
11118,5,6,11,14,20,21,10
11117,8,10,19,26,28,30,4
11116,1,7,11,12,17,27,5
11115,7,8,9,12,17,33,16
11114,1,14,15,16,30,32,9
11113,6,10,11,25,32,33,5
11112,3,5,16,18,23,24,15
11111,1,3,5,20,25,27,4
11110,12,14,21,26,28,33,12
11109,1,3,9,15,16,33,15
11108,2,17,22,26,29,33,10
11107,4,9,16,17,22,29,15
11106,2,11,12,14,24,32,14
11105,4,6,23,25,27,28,1
11104,9,10,16,20,25,29,9
11103,4,5,10,13,15,16,12
11102,1,5,13,21,27,31,11
11101,6,10,19,23,29,31,6
11100,7,11,21,23,31,32,5
11099,10,12,13,21,26,27,14
11098,3,7,20,21,22,32,5
11097,9,17,19,20,21,26,16
11096,1,4,7,13,14,19,15
11095,3,7,8,10,23,24,5
11094,9,11,12,17,18,19,5
11093,4,7,11,13,23,30,9
11092,5,10,17,26,31,32,4
11091,9,15,21,23,28,30,3
11090,2,5,14,18,21,25,16
11089,1,2,11,24,29,30,12
11088,3,9,17,20,21,29,4
11087,2,3,4,5,18,28,1
11086,6,7,9,12,17,24,9
11085,3,6,11,21,24,31,10
11084,9,10,12,16,18,32,15
11083,7,16,18,24,28,29,6
11082,7,16,17,20,25,26,4
11081,6,14,19,23,25,32,12
11080,2,7,9,25,31,32,9
11079,3,14,15,16,24,29,5
11078,3,5,13,20,22,29,9
11077,1,7,8,15,26,29,10
11076,6,19,21,26,32,33,13
11075,7,9,10,12,31,32,13
11074,2,21,26,28,29,32,1
11073,3,4,5,12,17,21,14
11072,1,6,10,11,18,27,12
11071,1,2,15,22,28,30,2
11070,1,3,5,12,21,28,12
11069,2,13,16,18,24,30,12
11068,3,7,10,15,19,24,10
11067,17,19,20,24,25,27,12
11066,4,6,14,17,30,32,12
11065,4,16,23,25,27,29,3
11064,3,6,7,29,30,33,2
11063,4,6,13,15,18,19,5
11062,4,8,9,10,29,30,3
11061,2,3,8,13,19,21,3
11060,10,11,13,21,27,31,1
11059,24,26,27,29,31,33,16
11058,7,18,22,30,32,33,6
11057,4,6,20,21,26,33,2
11056,13,16,19,20,23,25,10
11055,8,13,16,17,29,32,16
11054,8,11,16,17,22,33,8
11053,3,6,10,12,22,30,15
11052,4,5,8,19,27,28,8
11051,1,7,11,14,15,16,14
11050,4,5,19,22,28,29,15
11049,1,11,17,18,27,31,14
11048,10,14,18,25,26,27,15
11047,4,13,23,25,27,33,14
11046,9,17,18,26,29,30,8
11045,2,16,17,20,26,32,8
11044,3,14,16,26,27,31,9
11043,4,13,14,17,25,31,4
11042,5,13,15,17,19,21,15
11041,4,10,12,13,30,32,13
11040,5,11,14,24,26,28,13
11039,3,7,10,16,24,29,13
11038,2,14,15,19,23,24,12
11037,1,3,4,6,17,25,11
11036,2,11,20,22,24,31,5
11035,13,14,18,20,27,31,2
11034,13,14,17,19,24,31,8
11033,2,8,12,13,19,29,4
11032,3,5,7,13,14,15,15
11031,16,17,24,28,29,32,12
11030,2,9,19,24,25,33,10
11029,1,4,9,10,20,31,7
11028,1,4,5,14,16,17,1
11027,13,18,21,22,25,26,1
11026,7,8,17,19,21,26,12
11025,8,25,26,31,32,33,9
11024,5,7,10,19,26,31,14
11023,2,3,6,21,22,25,5
11022,2,7,14,16,17,21,5
11021,1,2,14,18,25,31,8
11020,12,16,17,19,24,30,5
11019,2,4,12,19,32,33,16
11018,13,15,18,28,30,33,1
11017,2,6,15,23,26,33,8
11016,3,4,16,17,22,29,13
11015,3,6,13,26,27,29,7
11014,5,7,10,11,23,26,16
11013,1,3,13,16,21,22,8
11012,7,8,11,13,15,26,13
11011,1,12,18,19,21,24,10
11010,1,4,5,9,15,19,13
11009,17,18,23,24,25,26,4
11008,10,12,13,17,24,31,15
11007,1,9,17,24,26,31,5
11006,1,3,5,13,16,18,5
11005,6,9,12,14,20,22,13
11004,4,6,8,10,13,26,5
11003,13,14,21,22,23,27,4
11002,6,8,12,17,28,33,5
11001,3,9,20,24,26,32,10
10153,3,6,12,19,30,31,13
10152,4,9,17,21,25,31,1
10151,2,13,14,17,19,26,14
10150,2,17,18,23,29,30,6
10149,2,7,8,16,25,30,9
10148,1,3,7,18,23,27,12
10147,2,8,15,18,24,30,3
10146,1,17,18,22,25,32,1
10145,3,21,24,27,28,31,8
10144,2,3,8,15,19,21,11
10143,9,16,18,26,30,31,14
10142,2,16,18,23,26,27,10
10141,2,3,7,18,23,27,6
10140,1,12,13,18,26,29,15
10139,11,13,18,20,26,31,9
10138,1,21,23,24,26,30,5
10137,7,9,10,13,19,33,6
10136,4,10,23,24,26,33,10
10135,4,10,13,25,26,30,10
10134,9,15,16,22,27,28,6
10133,3,9,17,21,26,32,1
10132,2,10,12,18,24,33,15
10131,5,6,15,16,19,26,6
10130,1,2,7,15,21,31,16
10129,4,8,14,25,28,32,16
10128,4,11,19,20,24,28,12
10127,1,4,8,17,25,33,1
10126,3,13,18,20,27,28,5
10125,6,7,13,23,28,29,9
10124,2,6,8,11,12,25,2
10123,6,12,15,18,29,32,10
10122,2,9,12,16,25,27,6
10121,8,11,13,18,25,30,15
10120,1,2,5,6,10,29,16
10119,7,17,25,27,30,31,9
10118,5,8,11,13,15,25,5
10117,1,8,20,22,24,28,1
10116,5,9,10,20,22,26,7
10115,1,22,24,25,29,33,15
10114,1,8,11,15,17,25,1
10113,5,10,15,18,20,28,10
10112,1,8,18,24,29,30,16
10111,4,7,8,13,17,18,10
10110,1,3,12,24,26,27,1
10109,4,15,18,25,29,32,15
10108,2,4,8,20,23,24,7
10107,8,12,15,17,22,33,16
10106,2,6,8,15,26,29,16
10105,1,8,9,19,21,31,11
10104,7,17,23,24,27,32,2
10103,6,9,14,17,20,33,9
10102,4,11,16,20,22,29,10
10101,4,9,18,21,25,26,6
10100,1,6,12,22,23,26,8
10099,3,4,17,24,27,30,6
10098,1,3,8,16,29,33,7
10097,10,16,18,21,24,26,1
10096,7,12,21,23,24,28,3
10095,9,11,16,17,25,27,14
10094,3,5,7,27,31,32,10
10093,9,10,19,28,32,33,6
10092,3,13,19,27,28,30,2
10091,6,13,16,20,22,24,16
10090,1,6,10,15,25,31,14
10089,7,8,9,16,23,26,1
10088,5,6,15,23,27,30,12
10087,1,8,16,17,25,30,10
10086,5,21,28,29,30,31,8
10085,1,8,12,13,24,27,8
10084,2,10,14,18,20,30,3
10083,2,20,21,22,23,31,12
10082,1,8,13,14,27,31,2
10081,2,3,9,24,26,27,5
10080,8,10,13,14,16,23,16
10079,8,11,12,14,18,22,2
10078,1,3,9,11,17,23,12
10077,2,8,14,20,21,24,9
10076,1,12,14,29,31,32,15
10075,5,9,12,13,15,22,14
10074,2,10,17,18,19,29,15
10073,1,16,20,23,27,31,2
10072,6,8,22,23,30,31,1
10071,5,13,14,17,20,26,1
10070,8,13,23,27,31,33,7
10069,12,14,20,22,24,32,11
10068,3,13,18,20,23,28,13
10067,1,7,10,14,21,25,1
10066,1,3,21,22,31,32,7
10065,2,7,8,17,30,32,12
10064,8,14,25,26,30,31,11
10063,2,6,10,17,23,24,3
10062,11,13,15,20,31,33,3
10061,2,4,16,19,22,26,12
10060,1,8,15,18,22,27,9
10059,1,9,11,12,18,30,10
10058,1,4,11,17,19,29,12
10057,5,11,12,19,25,32,5
10056,1,2,3,8,13,32,7
10055,2,3,13,19,20,23,8
10054,1,6,8,12,14,25,6
10053,3,22,24,27,28,30,14
10052,1,2,19,23,27,29,10
10051,4,17,23,27,28,32,3
10050,7,21,22,26,28,30,11
10049,1,6,10,26,27,28,2
10048,1,6,8,10,23,33,2
10047,3,10,13,20,21,32,15
10046,11,12,21,23,27,32,5
10045,2,3,4,13,20,29,1
10044,3,9,21,23,27,31,5
10043,4,10,19,22,28,33,4
10042,3,6,11,20,31,32,10
10041,3,5,13,19,25,29,12
10040,12,19,24,25,30,32,11
10039,8,17,21,23,25,32,12
10038,1,6,7,11,13,16,1
10037,3,16,19,21,24,26,6
10036,6,13,14,28,29,30,8
10035,9,10,11,18,19,21,10
10034,6,11,13,22,25,32,12
10033,8,10,11,12,25,29,9
10032,8,18,21,28,29,33,8
10031,5,7,13,24,25,28,4
10030,3,6,10,16,25,31,5
10029,1,5,14,16,17,22,3
10028,1,3,6,12,16,32,12
10027,3,4,15,25,26,30,13
10026,2,4,5,8,19,22,12
10025,4,5,7,10,13,25,11
10024,7,16,26,27,29,31,14
10023,2,9,11,22,24,27,11
10022,1,2,18,29,31,32,2
10021,2,9,16,17,19,25,4
10020,5,6,14,22,24,26,9
10019,2,10,22,24,26,27,6
10018,11,28,29,30,32,33,2
10017,1,3,6,11,12,23,11
10016,2,8,10,12,30,33,16
10015,1,4,16,21,23,28,6
10014,1,3,7,14,26,28,2
10013,1,2,3,16,18,23,12
10012,2,8,13,14,25,33,10
10011,7,8,14,22,24,30,7
10010,7,8,12,15,22,26,8
10009,1,9,13,21,24,32,6
10008,5,7,13,15,18,30,14
10007,14,22,27,28,30,33,14
10006,3,5,7,13,14,18,5
10005,3,5,6,8,17,18,14
10004,1,12,13,16,23,28,7
10003,14,22,26,27,28,31,4
10002,3,6,7,23,30,33,13
10001,7,17,18,27,29,32,13
9154,1,7,12,14,18,25,16
9153,6,7,8,20,21,25,10
9152,3,4,19,21,27,28,5
9151,6,8,10,16,25,30,14
9150,4,6,7,16,19,20,4
9149,1,3,16,18,22,29,4
9148,6,12,15,22,29,32,10
9147,6,8,10,18,22,32,16
9146,3,9,16,20,22,33,15
9145,3,5,11,15,26,33,11
9144,1,5,10,17,18,29,12
9143,5,9,11,17,23,28,10
9142,7,11,15,19,20,24,13
9141,2,13,21,28,29,31,9
9140,4,5,11,18,22,33,12
9139,1,5,15,17,27,29,2
9138,4,7,14,26,32,33,14
9137,8,12,14,15,17,21,1
9136,1,4,14,22,30,33,1
9135,1,3,14,19,30,33,16
9134,3,5,12,15,28,33,6
9133,5,9,13,18,20,32,1
9132,4,14,15,21,23,30,7
9131,16,23,25,26,32,33,5
9130,2,3,7,12,13,30,11
9129,6,7,16,17,24,25,7
9128,5,8,15,16,26,32,1
9127,2,11,12,14,15,16,4
9126,3,5,6,10,19,23,15
9125,6,7,8,22,26,27,12
9124,3,4,22,23,28,30,10
9123,9,13,20,22,25,28,14
9122,7,14,16,27,29,32,1
9121,2,4,6,10,25,30,9
9120,1,2,8,12,16,30,16
9119,6,7,10,12,15,21,5
9118,12,16,25,26,27,31,5
9117,5,9,15,21,26,31,13
9116,5,17,21,25,27,32,14
9115,2,9,13,15,19,24,3
9114,3,5,11,12,31,32,11
9113,4,12,20,25,28,29,16
9112,6,7,18,24,30,32,9
9111,2,4,7,14,15,25,15
9110,4,10,13,15,19,30,14
9109,5,6,7,14,25,28,1
9108,4,10,17,28,32,33,2
9107,7,8,20,23,28,29,5
9106,1,2,15,18,20,29,4
9105,2,8,10,16,27,30,15
9104,20,22,26,29,30,32,16
9103,6,11,17,20,23,24,9
9102,3,5,7,8,14,31,10
9101,1,2,5,10,19,24,14
9100,2,11,17,27,30,33,11
9099,8,9,18,20,25,29,9
9098,3,14,15,20,23,30,2
9097,7,13,24,26,28,32,14
9096,1,26,27,31,32,33,3
9095,8,9,14,28,31,33,15
9094,3,16,22,25,26,33,14
9093,1,11,20,31,32,33,1
9092,2,6,7,14,18,31,8
9091,3,8,11,14,25,29,4
9090,7,9,14,20,23,30,14
9089,2,3,7,11,19,32,4
9088,4,7,11,15,16,17,2
9087,6,11,13,20,28,32,6
9086,11,12,13,18,23,32,11
9085,4,8,12,17,20,30,3
9084,4,9,11,20,32,33,13
9083,2,8,12,18,24,28,4
9082,11,15,18,21,27,29,2
9081,4,5,6,25,29,30,3
